"Record ID","Catalog Number","Match Taxon Concept GUID","Scientific Name","Vernacular Name","Matched Scientific Name","Taxon Rank - matched","Vernacular Name - matched","Kingdom - matched","Phylum - matched","Class - matched","Order - matched","Family - matched","Genus - matched","Species - matched","Institution Code","Collection Code","locality","Latitude - original","Longitude - original","geodetic Datum","Latitude - processed","Longitude - processed","Coordinate Uncertainty in Metres - parsed","Country - parsed","State - parsed","Local Government Areas","Collector","Year - parsed","Month - parsed","Event Date - parsed","Basis Of Record - original","Basis Of Record - processed","Sex","Outlier for layer","Taxon identification issue","Data Resource ID","Data Resource Name","assumed Present Occurrence Status","Coordinate precision not valid","Country inferred from coordinates","decimal Lat Long Converted","First of the month","First of the year","geodetic Datum Assumed Wgs 84","incomplete Collection Date","inferred Duplicate Record","Coordinate accuracy not valid"
"2d88432b-781c-48ab-88d2-cdf5090250b8","8307","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.4798","148.899","GDA94","-35.48","148.899","500.0","Australia","Australian Capital Territory","Unincorporated ACT","","1993","01","1993-01-06","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"05214e18-d911-49fe-a0fb-a60f00775520","8313","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.5609","149.123","GDA94","-35.561","149.123","500.0","Australia","Australian Capital Territory","","","1994","01","1994-01-11","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"f02d7876-e994-4563-b3a3-84cb5182c5f1","8314","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.5739","149.098","GDA94","-35.574","149.098","500.0","Australia","Australian Capital Territory","","","1994","01","1994-01-11","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"e2d68904-3d84-4e7f-ad99-69326840b3e8","8375","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.5268","149.059","GDA94","-35.527","149.059","500.0","Australia","Australian Capital Territory","","","1992","01","1992-01-24","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"662223f3-9787-44cc-8e7b-e5936567dd52","1895","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2935","148.992","GDA94","-35.293","148.992","200.0","Australia","Australian Capital Territory","","","1992","01","1992-01-15","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"23718fdc-6d0a-4736-a6c8-f14481d36c0a","1903","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3526","149.07","GDA94","-35.35","149.07","200.0","Australia","Australian Capital Territory","Unincorporated ACT","","1992","01","1992-01-20","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"8e873cf4-3de3-4a91-9b5b-bf3a31a1d44b","1909","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3221","149.062","GDA94","-35.322","149.062","200.0","Australia","Australian Capital Territory","","","1992","01","1992-01-10","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"14c5d374-d096-4048-a64a-6b28126062d8","1922","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.352","149.104","GDA94","-35.352","149.104","200.0","Australia","Australian Capital Territory","Unincorporated ACT","","1992","01","1992-01-02","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"b9ce8485-9ba5-4adc-a31c-afe5000784f7","496","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2236","149.179","GDA94","-35.224","149.179","50.0","Australia","Australian Capital Territory","","","1990","01","1990-01-19","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"35ee311d-0be1-47d8-b841-77efc31ebd36","1547","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3017","148.99","GDA94","-35.3","148.99","200.0","Australia","Australian Capital Territory","","","1993","01","1993-01-06","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"c3469025-4bee-4174-a766-7ef076ee98cc","1585","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2601","149.104","GDA94","-35.26","149.104","200.0","Australia","Australian Capital Territory","","","1991","01","1991-01-03","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"fcc5d774-3d00-412f-a77a-48651e0657e7","1589","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2601","149.104","GDA94","-35.26","149.104","200.0","Australia","Australian Capital Territory","","","1991","01","1991-01-15","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"dbfc52df-8b66-4778-8864-3026f99f4aae","1601","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2784","149.086","GDA94","-35.278","149.086","200.0","Australia","Australian Capital Territory","Unincorporated ACT","","1992","01","1992-01-13","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"dc11957d-b8a2-4e8e-8faa-913cf40e4dc8","1604","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2788","149.17","GDA94","-35.28","149.17","200.0","Australia","Australian Capital Territory","Unincorporated ACT","","1991","01","1991-01-19","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"9910cb67-d6cc-46a9-9f0e-8c1ef559b915","1624","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2842","149.17","GDA94","-35.28","149.17","200.0","Australia","Australian Capital Territory","Unincorporated ACT","","1991","01","1991-01-11","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"b62c9a9a-0289-418b-acdc-37f54fdfb19d","1643","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2491","149.113","GDA94","-35.249","149.113","200.0","Australia","Australian Capital Territory","","","1994","01","1994-01-30","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"ac834245-2175-4322-9163-58f7259d2cc1","1652","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3801","149.096","GDA94","-35.38","149.096","200.0","Australia","Australian Capital Territory","","","1991","01","1991-01-20","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"4f1a6218-d671-48a3-8bf7-cb9b5dc4f1d7","1711","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.6513","148.831","GDA94","-35.651","148.831","200.0","Australia","Australian Capital Territory","","","1996","01","1996-01-28","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"f8df6147-654e-42c2-939f-b026a63f4019","1720","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.6179","148.831","GDA94","-35.618","148.831","200.0","Australia","Australian Capital Territory","","","1996","01","1996-01-28","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"4e165e77-ea4d-40f9-a6bc-66c5b5d63ed4","1724","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.6087","148.905","GDA94","-35.609","148.905","200.0","Australia","Australian Capital Territory","","","1996","01","1996-01-27","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"9b1e78c7-f2e5-4cfb-809b-5db27e0dd2d7","1731","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.5795","148.978","GDA94","-35.579","148.978","200.0","Australia","Australian Capital Territory","","","1996","01","1996-01-01","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","true","true","false","false","false","false"
"6774ea62-e801-4525-a6b7-44d1809dd605","1743","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.5832","148.976","GDA94","-35.583","148.976","200.0","Australia","Australian Capital Territory","","","1992","01","1992-01-14","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"d96b49eb-735a-4e26-8018-870800f11a63","1807","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2752","149.066","GDA94","-35.275","149.066","200.0","Australia","Australian Capital Territory","","","1992","01","1992-01-20","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"27a63a1b-5415-41b8-907b-25e53ce3586f","639","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3522","149.039","GDA94","-35.352","149.039","100.0","Australia","Australian Capital Territory","","","1991","01","1991-01-24","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"bdcd1dd6-76a4-4411-8dbb-15a2435d234d","645","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2914","149.066","GDA94","-35.291","149.066","100.0","Australia","Australian Capital Territory","","","1992","01","1992-01-09","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"2f9c6da4-2ee4-4e5e-ace9-26ca1dfb1d64","657","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.4509","149.119","GDA94","-35.451","149.119","100.0","Australia","Australian Capital Territory","","","1991","01","1991-01-03","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"1d4ec45f-8e43-4eab-9d12-5bec76481f9a","517287","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","iNaturalist","Observations","","-35.278224","149.110487","","-35.278224","149.110487","19.0","Australia","Australian Capital Territory","Unincorporated ACT","Donald Hobern","2014","01","2014-01-18","HumanObservation","HumanObservation","","","noIssue","dr1411","iNaturalist","true","false","true","false","false","false","true","false","false","false"
"87ea4f35-5a62-4365-85dc-f6a5d1467d82","SJJSI0136028","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","Eastern Grey Kangaroo","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.32819033","148.909927976","GDA94","-35.32819033","148.90992798","10000.0","Australia","Australian Capital Territory","Unincorporated ACT","","2008","01","2008-01-08","humanObservation","HumanObservation","","","noIssue","dr368","OEH Atlas of NSW Wildlife","false","false","true","true","false","false","false","false","false","false"
"657685f4-8c06-493a-b354-79892a8b0d63","","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","Yankee hat walking track, Namadgi National Park ACT","-35.751461029052734","148.9644012451172","WGS84","-35.751461029052734","148.9644012451172","","Australia","Australian Capital Territory","Unincorporated ACT","Luc Deschacht","2015","01","2015-01-06","","HumanObservation","","","noIssue","dr364","Individual Sightings","true","false","true","false","false","false","false","false","false","false"
"353c3d0c-9f0d-4f17-9914-61235d6b51a7","8323","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.261","149.101","GDA94","-35.261","149.101","500.0","Australia","Australian Capital Territory","Unincorporated ACT","","1991","02","1991-02-16","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"b7a82e0d-8a61-473a-a860-7d52a596f861","8324","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2591","149.107","GDA94","-35.259","149.107","500.0","Australia","Australian Capital Territory","","","1991","02","1991-02-25","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"16d4f2e9-9cc5-49e0-b284-bd51cc6123c4","8328","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2445","149.172","GDA94","-35.244","149.172","500.0","Australia","Australian Capital Territory","","","1992","02","1992-02-01","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","true","false","false","false","false","false"
"778b4dc7-0269-4556-91df-b5ea5c5632c2","8331","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2566","149.044","GDA94","-35.257","149.044","500.0","Australia","Australian Capital Territory","","","1991","02","1991-02-02","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"55c8c5dd-e763-4e92-8a16-d2ea6fdf2b33","8367","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.4437","149.121","GDA94","-35.444","149.121","500.0","Australia","Australian Capital Territory","","","1991","02","1991-02-20","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"17382b9a-9bfd-4378-8b29-0257303605fd","9130","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.6172","148.938","GDA94","-35.617","148.938","1000.0","Australia","Australian Capital Territory","","","1990","02","1990-02-03","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"30ba1a45-48fb-42e4-86a2-23e107ddfdd3","9132","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2335","149.023","GDA94","-35.233","149.023","1000.0","Australia","Australian Capital Territory","","","1989","02","1989-02-25","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"b519ebc7-ae73-4215-b6d3-64cbd6d8bc5a","9136","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3512","149.103","GDA94","-35.351","149.103","1000.0","Australia","Australian Capital Territory","","","1989","02","1989-02-02","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"03f4e081-1fcb-4017-913b-505cae459bda","9253","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3283","149.015","GDA94","-35.328","149.015","2000.0","Australia","Australian Capital Territory","","","1989","02","1989-02-19","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"770daaa3-0c50-4c37-b570-bf62ec757379","9294","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2814","149.173","GDA94","-35.281","149.173","","Australia","Australian Capital Territory","","","1995","02","1995-02-05","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","true"
"a26a6db5-68d1-48a7-8a1f-92d53ab2aee1","1869","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2716","149.113","GDA94","-35.272","149.113","200.0","Australia","Australian Capital Territory","","","1991","02","1991-02-05","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"312867b1-4656-421e-8f9b-9e78e70cc367","1876","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.2591","149.109","GDA94","-35.259","149.109","200.0","Australia","Australian Capital Territory","","","1991","02","1991-02-02","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"4d05b83d-4f76-4341-91b1-79d8b338e0f8","1905","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3175","149.068","GDA94","-35.317","149.068","200.0","Australia","Australian Capital Territory","","","1991","02","1991-02-04","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"c82313d7-8623-4f48-bccf-ab968877c79a","1929","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3784","149.094","GDA94","-35.378","149.094","200.0","Australia","Australian Capital Territory","","","1992","02","1992-02-12","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"5da81ac0-e36f-426e-885e-c09a2e1300a0","1934","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3784","149.094","GDA94","-35.378","149.094","200.0","Australia","Australian Capital Territory","","","1992","02","1992-02-12","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"57873158-e6c5-46f5-b4ff-d9845fee65eb","1938","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3869","149.121","GDA94","-35.387","149.121","200.0","Australia","Australian Capital Territory","","","1991","02","1991-02-02","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"bc92b93d-bb1c-4ad2-b101-632e89bfc76d","1976","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3944","149.105","GDA94","-35.394","149.105","200.0","Australia","Australian Capital Territory","","","1991","02","1991-02-02","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
"b697a132-0654-4e9d-94cb-673df02eb5a2","2007","urn:lsid:biodiversity.org.au:afd.taxon:43639327-3bc9-43ae-861b-e0f982b1a8b2","Macropus giganteus","Eastern Grey Kangaroo","Macropus giganteus","species","","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Macropus","Macropus giganteus","","","","-35.3137","149.027","GDA94","-35.314","149.027","200.0","Australia","Australian Capital Territory","","","1991","02","1991-02-28","","","","","noIssue","dr2008","ACT Wildlife Atlas","true","false","true","true","false","false","false","false","false","false"
